Species_Code,Species,Country,Country_Code,YEAR,Sum of Value
3,Marine,France,FRA,2012,199362.54
3,Marine,France,FRA,2013,202763.4
3,Marine,France,FRA,2014,201928.46
3,Marine,France,FRA,2015,191447.35
3,Marine,France,FRA,2016,261105.6
3,Marine,France,FRA,2017,256209.85
3,Marine,Iceland,ISL,2012,1322092.565
3,Marine,Iceland,ISL,2013,1342442.851
3,Marine,Iceland,ISL,2014,1067569.922
3,Marine,Iceland,ISL,2015,1303148.99
3,Marine,Iceland,ISL,2016,1065847.861
3,Marine,Iceland,ISL,2017,1147990.739
3,Marine,Italy,ITA,2008,154324.3931
3,Marine,Italy,ITA,2009,171057.3947
3,Marine,Italy,ITA,2010,150275.6599
3,Marine,Italy,ITA,2011,139411.6257
3,Marine,Italy,ITA,2012,132441.118
3,Marine,Italy,ITA,2013,113897.2322
3,Marine,Italy,ITA,2014,119657.352
3,Marine,Italy,ITA,2015,135982.2891
3,Marine,Italy,ITA,2016,132218.0576
3,Marine,Italy,ITA,2017,129240.0993
3,Marine,Japan,JPN,2008,3178777
3,Marine,Japan,JPN,2009,2941995
3,Marine,Japan,JPN,2010,2979210
3,Marine,Japan,JPN,2011,2765298
3,Marine,Japan,JPN,2012,2762858
3,Marine,Japan,JPN,2013,2677628
3,Marine,Japan,JPN,2014,2714842
3,Marine,Japan,JPN,2015,2665883
3,Marine,Japan,JPN,2016,2569955
3,Marine,Japan,JPN,2017,2617400
3,Marine,Korea,KOR,2008,870014.488
3,Marine,Korea,KOR,2009,787808
3,Marine,Korea,KOR,2010,722521.302
3,Marine,Korea,KOR,2011,833563
3,Marine,Korea,KOR,2012,691508
3,Marine,Korea,KOR,2013,683241
3,Marine,Korea,KOR,2014,684560
3,Marine,Korea,KOR,2015,707576
3,Marine,Korea,KOR,2016,607419
3,Marine,Korea,KOR,2017,686159.983
3,Marine,Mexico,MEX,2008,1083916.99
3,Marine,Mexico,MEX,2009,1133087.814
3,Marine,Mexico,MEX,2010,998418.3637
3,Marine,Mexico,MEX,2011,1053995.161
3,Marine,Mexico,MEX,2012,1098239.009
3,Marine,Mexico,MEX,2013,1153179.394
3,Marine,Mexico,MEX,2014,1070745.953
3,Marine,Mexico,MEX,2015,989243.7864
3,Marine,Mexico,MEX,2016,973702.493
3,Marine,Mexico,MEX,2017,1141838.184
3,Marine,Netherlands,NLD,2008,395603.221
3,Marine,Netherlands,NLD,2009,331585.076
3,Marine,Netherlands,NLD,2010,363998.236
3,Marine,Netherlands,NLD,2011,329700.437
3,Marine,Netherlands,NLD,2012,323138.092
3,Marine,Netherlands,NLD,2013,319097.051
3,Marine,Netherlands,NLD,2014,351143.981
3,Marine,Netherlands,NLD,2015,302848.501
3,Marine,Netherlands,NLD,2016,338093.444
3,Marine,Netherlands,NLD,2017,411295.942
3,Marine,New Zealand,NZL,2008,371837.984
3,Marine,New Zealand,NZL,2009,375420.969
3,Marine,New Zealand,NZL,2010,385307.058
3,Marine,New Zealand,NZL,2011,381333.312
3,Marine,New Zealand,NZL,2012,390074.297
3,Marine,New Zealand,NZL,2013,400037.586
3,Marine,New Zealand,NZL,2014,408429.833
3,Marine,New Zealand,NZL,2015,409873.635
3,Marine,New Zealand,NZL,2016,365624.804
3,Marine,New Zealand,NZL,2017,390454.104
3,Marine,Norway,NOR,2008,2167564.202
3,Marine,Norway,NOR,2009,2276113.947
3,Marine,Norway,NOR,2010,2341878.055
3,Marine,Norway,NOR,2011,1946775.768
3,Marine,Norway,NOR,2012,1827397.862
3,Marine,Norway,NOR,2013,1733770.174
3,Marine,Norway,NOR,2014,1918751.046
3,Marine,Norway,NOR,2015,1950976.964
3,Marine,Norway,NOR,2016,1675408.409
3,Marine,Norway,NOR,2017,2021962.042
3,Marine,Peru,PER,2008,6740157.365
3,Marine,Peru,PER,2009,6368237.301
3,Marine,Peru,PER,2010,3730331.738
3,Marine,Peru,PER,2011,7639601.432
3,Marine,Peru,PER,2012,4171628.223
3,Marine,Peru,PER,2013,5266811.872
3,Marine,Peru,PER,2014,2797334.287
3,Marine,Peru,PER,2015,4187477.604
3,Marine,Peru,PER,2016,3369886.45
3,Marine,Portugal,PRT,2008,178063.3294
3,Marine,Portugal,PRT,2009,157990.195
3,Marine,Portugal,PRT,2010,195613.0655
3,Marine,Portugal,PRT,2011,215173.8
3,Marine,Portugal,PRT,2012,189707.1
3,Marine,Portugal,PRT,2013,185521.172
3,Marine,Portugal,PRT,2014,153186.1
3,Marine,Portugal,PRT,2015,166821.7
3,Marine,Portugal,PRT,2016,166972.465
3,Marine,Portugal,PRT,2017,156826.5
3,Marine,Spain,ESP,2008,825242
3,Marine,Spain,ESP,2009,635238.3
3,Marine,Spain,ESP,2010,695389.8
3,Marine,Spain,ESP,2011,658166.74
3,Marine,Spain,ESP,2012,662761.44
3,Marine,Spain,ESP,2013,793157.54
3,Marine,Spain,ESP,2014,995661.7
3,Marine,Spain,ESP,2015,772232.77
3,Marine,Spain,ESP,2016,746483.72
3,Marine,Spain,ESP,2017,790221.28
3,Marine,Sweden,SWE,2008,216878.8361
3,Marine,Sweden,SWE,2009,194953.7806
3,Marine,Sweden,SWE,2010,200076.8485
3,Marine,Sweden,SWE,2011,172770.3663
3,Marine,Sweden,SWE,2012,145003.6352
3,Marine,Sweden,SWE,2013,173318.6036
3,Marine,Sweden,SWE,2014,166935.71
3,Marine,Sweden,SWE,2015,197233.6349
3,Marine,Sweden,SWE,2016,191965.6197
3,Marine,Sweden,SWE,2017,216867.2733
3,Marine,Thailand,THA,2008,1276899
3,Marine,Thailand,THA,2009,1326201
3,Marine,Thailand,THA,2010,1324728
3,Marine,Thailand,THA,2011,1273627
3,Marine,Thailand,THA,2012,1238219
3,Marine,Thailand,THA,2013,1277068
3,Marine,Thailand,THA,2014,1234963
3,Marine,Turkey,TUR,2008,393371
3,Marine,Turkey,TUR,2009,377566
3,Marine,Turkey,TUR,2010,397082
3,Marine,Turkey,TUR,2011,429664.5
3,Marine,Turkey,TUR,2012,313937.2
3,Marine,Turkey,TUR,2013,293626.9
3,Marine,Turkey,TUR,2014,228963.9
3,Marine,Turkey,TUR,2015,343730.3
3,Marine,Turkey,TUR,2016,262219
3,Marine,Turkey,TUR,2017,268100.2
3,Marine,United Kingdom,GBR,2008,437699.8855
3,Marine,United Kingdom,GBR,2009,446900.0968
3,Marine,United Kingdom,GBR,2010,454631.0399
3,Marine,United Kingdom,GBR,2011,441014.0531
3,Marine,United Kingdom,GBR,2012,463616.67
3,Marine,United Kingdom,GBR,2013,471644.6074
3,Marine,United Kingdom,GBR,2014,606976.4281
3,Marine,United Kingdom,GBR,2015,559351.8131
3,Marine,United Kingdom,GBR,2016,548632.8093
3,Marine,United Kingdom,GBR,2017,578429.6849
3,Marine,United States,USA,2008,3090394
3,Marine,United States,USA,2009,2833316
3,Marine,United States,USA,2010,2882708
3,Marine,United States,USA,2011,3681788
3,Marine,United States,USA,2012,3630968
3,Marine,United States,USA,2013,3580971
3,Marine,United States,USA,2014,3671132
3,Marine,United States,USA,2015,3642630
3,Marine,United States,USA,2016,3757897
3,Marine,United States,USA,2017,3697618
4,Crustaceans,Argentina,ARG,2008,49621.4
4,Crustaceans,Argentina,ARG,2009,54302.4
4,Crustaceans,Argentina,ARG,2010,73924.7
4,Crustaceans,Argentina,ARG,2011,86396.5
4,Crustaceans,Argentina,ARG,2012,84530.1
4,Crustaceans,Argentina,ARG,2013,104807.1
4,Crustaceans,Argentina,ARG,2014,132651.869
4,Crustaceans,Argentina,ARG,2015,147025.028
4,Crustaceans,Argentina,ARG,2016,175442.512
4,Crustaceans,Argentina,ARG,2017,245714.754
4,Crustaceans,Australia,AUS,2008,40217.38
4,Crustaceans,Australia,AUS,2009,37953.926
4,Crustaceans,Australia,AUS,2010,37789.15
4,Crustaceans,Australia,AUS,2011,39287.72394
4,Crustaceans,Australia,AUS,2012,33013.57
4,Crustaceans,Australia,AUS,2013,32995.96
4,Crustaceans,Australia,AUS,2014,37114.36
4,Crustaceans,Australia,AUS,2015,35978.68
4,Crustaceans,Australia,AUS,2016,35114.29
4,Crustaceans,Australia,AUS,2017,36625.81
4,Crustaceans,Canada,CAN,2008,334506.0874
4,Crustaceans,Canada,CAN,2009,306948.1366
4,Crustaceans,Canada,CAN,2010,328693.695
4,Crustaceans,Canada,CAN,2011,312868.005
4,Crustaceans,Canada,CAN,2012,326356.856
4,Crustaceans,Canada,CAN,2013,330270.901
4,Crustaceans,Canada,CAN,2014,329821.021
4,Crustaceans,Canada,CAN,2015,334593.888
4,Crustaceans,Canada,CAN,2016,291469.401
4,Crustaceans,Chile,CHL,2008,24039
4,Crustaceans,Chile,CHL,2009,25290
4,Crustaceans,Chile,CHL,2010,25033
4,Crustaceans,Chile,CHL,2011,31245
4,Crustaceans,Chile,CHL,2012,40589
4,Crustaceans,Chile,CHL,2013,37785
4,Crustaceans,Chile,CHL,2014,39827
4,Crustaceans,Chile,CHL,2015,35829
4,Crustaceans,Chinese Taipei,TWN,2008,18156.99415
4,Crustaceans,Chinese Taipei,TWN,2009,20928.54386
4,Crustaceans,Chinese Taipei,TWN,2010,28793.98207
4,Crustaceans,Chinese Taipei,TWN,2011,30464.85692
4,Crustaceans,Chinese Taipei,TWN,2012,27894.95361
4,Crustaceans,Chinese Taipei,TWN,2013,27905.03974
4,Crustaceans,Chinese Taipei,TWN,2014,28895.01222
4,Crustaceans,Chinese Taipei,TWN,2015,16818.76094
4,Crustaceans,Chinese Taipei,TWN,2016,11215.10016
4,Crustaceans,Chinese Taipei,TWN,2017,10051.1683
4,Crustaceans,Denmark,DNK,2008,14777.2
4,Crustaceans,Denmark,DNK,2009,15989.9
4,Crustaceans,Denmark,DNK,2010,14728.9
4,Crustaceans,Denmark,DNK,2011,14018.6
4,Crustaceans,Denmark,DNK,2012,12057.4
4,Crustaceans,Denmark,DNK,2013,11999
4,Crustaceans,Denmark,DNK,2014,12753.4
4,Crustaceans,Denmark,DNK,2015,10840.8
4,Crustaceans,Denmark,DNK,2016,12146.7
4,Crustaceans,Denmark,DNK,2017,12176.4
4,Crustaceans,France,FRA,2008,13743.4
4,Crustaceans,France,FRA,2009,11769.3
4,Crustaceans,France,FRA,2010,11270.1
4,Crustaceans,France,FRA,2011,19217.62
4,Crustaceans,France,FRA,2012,15374.36
4,Crustaceans,France,FRA,2013,15343.1
4,Crustaceans,France,FRA,2014,16452
4,Crustaceans,France,FRA,2015,14943.6
4,Crustaceans,France,FRA,2016,16075.7
4,Crustaceans,France,FRA,2017,15994.61
4,Crustaceans,Iceland,ISL,2012,12049.2
4,Crustaceans,Iceland,ISL,2013,12710.13
4,Crustaceans,Iceland,ISL,2014,9210.26
4,Crustaceans,Iceland,ISL,2015,7658.4
4,Crustaceans,Iceland,ISL,2016,7893.366
4,Crustaceans,Iceland,ISL,2017,5503
4,Crustaceans,Italy,ITA,2008,22535.69433
4,Crustaceans,Italy,ITA,2009,26065.97921
4,Crustaceans,Italy,ITA,2010,25859.69492
4,Crustaceans,Italy,ITA,2011,24328.884
4,Crustaceans,Italy,ITA,2012,19947.66953
4,Crustaceans,Italy,ITA,2013,20171.88308
4,Crustaceans,Italy,ITA,2014,18698.31336
4,Crustaceans,Italy,ITA,2015,21035.33064
4,Crustaceans,Italy,ITA,2016,20689.66784
4,Crustaceans,Italy,ITA,2017,22650.44112
4,Crustaceans,Japan,JPN,2008,97280
4,Crustaceans,Japan,JPN,2009,82125
4,Crustaceans,Japan,JPN,2010,90789
4,Crustaceans,Japan,JPN,2011,52735
4,Crustaceans,Japan,JPN,2012,64633
4,Crustaceans,Japan,JPN,2013,73046
4,Crustaceans,Japan,JPN,2014,62592
4,Crustaceans,Japan,JPN,2015,71298
4,Crustaceans,Japan,JPN,2016,61575
